compound,Tc,source
Ca0.63La0.37Mn1O3,[500.],['10.1016/S0304-8853(01)01010-1']
Ho0.9Er0.1Co2,[72.],['10.1016/j.matchemphys.2012.07.016']
Sr0.3Pr0.63Mn1Bi0.07O3,[215. 250.],['10.1016/j.jallcom.2004.05.077' '10.1016/j.jallcom.2004.05.077']
Mn38.4Ni49.5Sn12.2,[ 1. 29.],['10.1016/j.matlet.2018.07.140' '10.1016/j.matlet.2018.07.140']
NaMnPO4,[18. 31. 52.],"['10.1016/j.materresbull.2020.110835' '10.1016/j.materresbull.2020.110835'
 '10.1016/j.materresbull.2020.110835']"
ZnSe,[112. 178. 254. 267.],"['10.1016/j.jmmm.2021.168625' '10.1016/j.jmmm.2021.168625'
 '10.1016/j.jmmm.2021.168625' '10.1016/j.jmmm.2021.168625']"
La0.7Mn0.9Fe0.1Te0.3O3,[ 78. 171.],['10.1016/j.physb.2017.02.006' '10.1016/j.physb.2017.02.006']
Zr0.2Sc0.8Mn1O3,[60.],['10.1016/j.jmmm.2018.07.002']
Ho1Sc0.2Fe0.8O3,[385.],['10.1016/j.jallcom.2020.155805']
Tb3Ga1Co3H9.7,[69.],['10.1016/j.jallcom.2021.162721']
CeInNi,[ 1.8  5.7 94. ],"['10.1016/j.jallcom.2012.08.042' '10.1016/j.jallcom.2012.08.042'
 '10.1016/j.jallcom.2012.08.042']"
Fe6Ge5,[110. 120. 330. 330.],"['10.1016/j.jallcom.2022.163759' '10.1016/j.jallcom.2022.163759'
 '10.1016/j.jallcom.2022.163759' '10.1016/j.jallcom.2022.163759']"
Ta2FeO6,[9.5],['10.1016/j.jmmm.2008.02.027']
CeIn3,[ 6.4 10.  10.2 10.2 50. ],"['10.1016/j.jmmm.2006.10.050' '10.1016/j.jmmm.2006.10.050'
 'Buschow1983-JMMM-38-1' 'Knafo2003-JPCM-15-3741'
 'Knafo2004-PhD']"
Mn17In8Ni25,[240. 295.],['10.1016/j.jmmm.2014.05.021' '10.1016/j.jmmm.2014.05.021']
VGeRu2,[126. 447.],['10.1016/j.jmmm.2016.02.064' '10.1016/j.jmmm.2016.02.064']
Sr2MoWO6,[1507.],['10.1016/j.jmmm.2015.09.057']
Gd3Fe,[172. 244. 244.],"['10.1016/j.jnoncrysol.2017.10.010' '10.1016/j.jnoncrysol.2017.10.010'
 '10.1016/j.jnoncrysol.2018.06.021']"
Ca0.3La0.6Mn1Ag0.1O3,[267.],['10.1016/j.jmmm.2018.01.084']
TlNiF3,[120. 127.],['10.1016/j.jmmm.2015.04.028' '10.1016/j.jmmm.2015.04.028']
Dy0.9Ho0.1Co2,[130.],['10.1016/j.jallcom.2013.01.114']
PrTiFe11H,[604.],['10.1016/j.jallcom.2004.01.028']
VSiRu2,[447.],['10.1016/j.jmmm.2016.02.064']
Fe10Si(Ni5P2)2,[695.15],['10.1016/j.jallcom.2022.166029']
Sm12Ti7Fe74C7,[593.15],['10.1016/S0925-8388(01)01673-5']
Co74.4B25.6,[737.7 771.3],['10.1016/j.jallcom.2006.10.099' '10.1016/j.jallcom.2006.10.099']
Fe39Si6Ni39(B3Mo)4,[37.],['10.1016/j.jallcom.2011.12.028']
Sm1.6Ho0.4Fe17H4,[388.],['10.1016/j.jallcom.2021.163228']
V0.25Zn0.75Te1,[337.23 369.56 411.98],"['10.1016/j.jmmm.2014.10.070' '10.1016/j.jmmm.2014.10.070'
 '10.1016/j.jmmm.2014.10.070']"
Gd6In0.8Co2.2,[69.],['10.1016/j.intermet.2021.107254']
Er(Al2Fe)4,[183.],['10.1016/S0925-8388(98)00643-4']
Tb0.5Pr0.5Fe1.33Co0.57,[700. 700.],['10.1016/S0304-8853(00)00461-3' '10.1016/S0304-8853(00)00461-3']
ErFe7Si,[230.],['10.1016/j.jmmm.2009.06.082']
U3(CuGe)4,[67.],['10.1016/0375-9601(68)90548-3']
VCr2H2(CO)2,[460.],['10.1016/j.physleta.2021.127219']
LiH3(SeO3)2,[350. 383.],['10.1016/j.molstruc.2013.06.050' '10.1016/j.molstruc.2013.06.050']
Tb5Sb3,[20.],['10.1016/S0304-8853(03)00243-9']
Gd1Fe2H3.3,[469.],['10.1016/S0925-8388(98)00355-7']
U5Sn4,[49.  54.1],['10.1016/S0921-4526(97)00882-X' 'Manfrinetti2004-JAC-368-13']
CrInNiS4,[26.],['10.1016/0038-1098(74)90525-0']
TbFeCo,[543.15],['10.1016/S0304-8853(02)00460-2']
Mn3Ga2,[200. 640.],['10.1016/j.jmmm.2018.02.007' '10.1016/j.jmmm.2018.02.007']
Gd7Fe3,[297. 395.],['10.1016/j.jnoncrysol.2017.10.010' '10.1016/j.jnoncrysol.2017.10.010']
Er1Mn6Ga0.2Ge5.8,[108. 383. 399.],"['10.1016/S0925-8388(00)01247-0' '10.1016/S0925-8388(00)01247-0'
 '10.1016/S0925-8388(00)01247-0']"
Fe5PdRh4,[260. 270.],['10.1016/j.jmmm.2021.168034' '10.1016/j.jmmm.2021.168034']
Yb1Mn6Sn4.2Ge1.8,[305.],['10.1016/j.jmmm.2015.12.046']
Tb6Mn23,[230. 443.],['10.1016/0022-5088(80)90085-5' '10.1016/0022-5088(80)90085-5']
Pr6AlFe3,[778. 867.],['10.1016/j.msea.2003.10.201' '10.1016/j.msea.2003.10.201']
Gd39Dy17(Al6Co5)4,[76.],['10.1016/j.jallcom.2010.03.012']
BC(OF)2,[600.15 650.15 650.15],"['10.1016/j.jmmm.2018.11.120' '10.1016/j.jmmm.2018.11.120'
 '10.1016/j.jmmm.2018.11.120']"
Gd6FeBi2,[220. 350.],['10.1016/j.jmmm.2019.166301' '10.1016/j.jmmm.2019.166301']
Pr5.6Nd2.4Dy1Fe84B6Mo1,[863.15],['10.1016/j.actamat.2005.05.015']
Nd0.5Mn0.5Fe0.5Bi0.5O3,[240. 242.],['10.1016/j.jssc.2011.02.006' '10.1016/j.jssc.2011.02.006']
FePS3,[118. 123. 155.],"['10.1016/j.jallcom.2007.06.063' '10.1016/j.jmmm.2013.01.023'
 '10.1016/j.jmmm.2013.01.023']"
Gd6Al0.8Co2.2,[85.],['10.1016/j.jmmm.2018.12.082']
Gd5Sb3,[115. 187.],"['10.1016/j.solidstatesciences.2009.02.030'
 '10.1016/j.solidstatesciences.2009.02.030']"
Nd1.8Dy0.2Fe10.5Co3.5B1,[585.15 798.15],['10.1016/S0304-8853(01)00176-7' '10.1016/S0304-8853(01)00176-7']
Dy1Fe1.9,[636.15],['10.1016/j.jallcom.2010.07.117']
TbCoSiNi3,[13.],['10.1016/j.jssc.2015.09.023']
Gd10Co9Si,[214.],['10.1016/j.jmmm.2016.10.081']
Lu2Fe17,[274.],['10.1016/j.jallcom.2014.10.026']
Tb0.27Nd0.3Dy0.43Fe2,[141.],['10.1016/j.matchemphys.2020.122951']
DySi2,[10. 17.],['10.1016/j.jmmm.2007.11.017' '10.1016/j.jmmm.2007.11.017']
Mn21.8Ga21.8Ni56.4,[350.],['10.1016/j.jmmm.2007.03.033']
TbTiFe11,[541. 541.],['10.1016/j.jmmm.2003.11.147' '10.1016/j.jmmm.2003.11.147']
Fe2.5Cu0.5O4,[190.],['10.1016/j.jmmm.2004.04.126']
PrAgSn,[3.6],['10.1016/j.jallcom.2014.06.153']
InAs,[350.],['10.1016/j.jcrysgro.2008.08.051']
Ti3Fe2(BiO3)6,[160. 160.],['10.1016/j.jmmm.2013.04.046' '10.1016/j.jmmm.2013.04.046']
Ho4MgPt,[ 16. 150.],['10.1016/j.intermet.2015.03.004' '10.1016/j.jallcom.2016.04.154']
Dy2MnCoO6,[88.],['10.1016/j.matchemphys.2017.09.009']
Mn1.1Fe0.9Ge0.3P0.7,[380. 380. 380.],"['10.1016/j.ijrefrig.2007.11.013' '10.1016/j.ijrefrig.2007.11.013'
 '10.1016/j.jallcom.2004.12.001']"
V11Fe6,[200. 340. 700.],"['10.1016/S0304-8853(01)00069-5' '10.1016/S0304-8853(01)00069-5'
 '10.1016/S0304-8853(01)00069-5']"
Ba1In1.2Fe10.8O19,[550. 692. 692.],"['10.1016/j.jmmm.2018.02.078' '10.1016/j.jmmm.2018.07.041'
 '10.1016/j.jmmm.2018.07.041']"
Sr2Ca0.1Gd0.9Cu2Ru1O8,[48. 61.],['10.1016/j.physc.2010.02.020' '10.1016/j.physc.2010.02.020']
PrFeB,[165. 340.],['10.1016/S0925-8388(98)00761-0' '10.1016/j.msea.2003.10.019']
Mn5Ge3C,[442.],['10.1016/j.jallcom.2011.03.092']
Fe2.85N1,[167. 520.],['10.1016/j.jmmm.2018.06.063' '10.1016/j.jmmm.2018.06.063']
Sr1Fe1O2.74,[ 45. 948.],['10.1016/j.jmmm.2011.06.043' '10.1016/j.jmmm.2011.06.043']
Ca0.5Nd0.5Mn1O3,[170. 250.],['10.1016/S0304-8853(03)00273-7' '10.1016/S0304-8853(03)00273-7']
MnCu(BiO3)2,[280.],['10.1016/j.jmmm.2006.10.688']
Ca0.3La0.7Sc0.05Mn0.95O3,[36.],['10.1016/j.jmmm.2006.01.096']
SmNiO3,[230. 400.],['10.1016/j.mseb.2010.05.024' '10.1016/j.mseb.2010.05.024']
Cr1.5Cu1Sb0.5S4,[45.],['10.1016/0304-8853(94)01214-8']
Zr3Fe1H6.25O0.6,[140.],['10.1016/j.jallcom.2004.05.064']
La0.75Y0.25Mn2Si2,[417. 440.],['10.1016/j.jmmm.2016.12.055' '10.1016/j.jmmm.2016.12.055']
Cr0.9Fe1Co1Ni1,[175. 209.],['10.1016/j.intermet.2022.107581' '10.1016/j.intermet.2022.107581']
Ce3TiBi5,[3.4],['10.1016/j.physb.2017.10.005']
Sr0.5Nd0.5Mn0.9Cu0.1O3,[185. 193.],['10.1016/j.mseb.2012.06.004' '10.1016/j.mseb.2012.06.004']
MnFeCoAs,[747.],['10.1016/j.mtcomm.2020.101773']
Gd3Y4Pd3,[197.],['10.1016/j.jallcom.2009.11.105']
La1Fe0.5Co0.5O3,[100. 370.],['10.1016/j.jmmm.2020.167621' '10.1016/j.jmmm.2020.167621']
Cr2GaC,[45.],['10.1016/j.jallcom.2016.04.197']
Fe83Si2B11P3C,[699.],['10.1016/j.jnoncrysol.2018.11.029']
In0.1Fe1.9Co1O4,[765.],['10.1016/S0304-8853(00)00961-6']
U(Fe5Si)2,[643.],['10.1016/j.jmmm.2007.02.182']
Cr1I1.5Br1.5,[22. 43.],['10.1016/j.apsusc.2021.150995' '10.1016/j.apsusc.2021.150995']
Fe48Pd3Rh49,[252.],['10.1016/j.jmmm.2020.167560']
Ca1.9La0.1Mn1Ir1O6,[110. 140.],['10.1016/j.jallcom.2004.12.131' '10.1016/j.jallcom.2004.12.131']
GdPt3,[ 17. 260.],['10.1016/j.jallcom.2022.165942' '10.1016/j.jallcom.2022.165942']
Zr0.3Fe1.7Co1O4,[753.15 813.15],['10.1016/j.jmmm.2017.11.112' '10.1016/j.jmmm.2017.11.112']
Mn4Nb2O9,[125.],['10.1016/j.jmmm.2009.10.008']
Tb2Ni12P7,[9.],['10.1016/0022-3697(93)90346-S']
Ca3(CoO3)2,[12. 13.],['10.1006/jssc.2001.9198' '10.1016/S0022-4596(03)00351-7']
CeFeCoO4,[630.],['10.1016/j.jmmm.2021.168416']
Er(FeGe)6,[3. 3. 3.],"['10.1016/S0925-8388(01)01242-7' '10.1016/S0925-8388(01)01242-7'
 '10.1016/j.physb.2006.05.029']"
CeY2Ni9,[92.],['10.1016/j.jssc.2006.06.015']
FeSiB,[691.15],['10.1016/j.tsf.2020.137955']
Ti2FeSn,[475. 475.],['10.1016/j.jmmm.2013.04.012' '10.1016/j.jmmm.2013.04.012']
Nd2Fe12.6B1Ru1.4,[420.],['10.1016/0304-8853(86)90696-7']
VSnRu2,[ 23. 126. 447.],"['10.1016/j.jmmm.2016.02.064' '10.1016/j.jmmm.2016.02.064'
 '10.1016/j.jmmm.2016.02.064']"
Mn67.5Ga32.5,[672.],['10.1016/j.intermet.2018.09.004']
Mn0.01Sn0.99O2,[26.],['10.1016/j.ssc.2006.02.032']
Gd1Ti0.2Fe1.8,[750. 750.],['10.1016/S0925-8388(01)00903-3' '10.1016/j.jallcom.2003.11.029']
Gd14Al2Co3.2,[66.],['10.1016/j.jmmm.2018.12.082']
La7Fe88B5,[329.],['10.1016/j.jmmm.2021.168954']
Ca0.3La0.7Mn0.99Ni0.01O3,[260. 270. 280. 290.],"['10.1016/j.jmmm.2006.10.970' '10.1016/j.jmmm.2006.10.970'
 '10.1016/j.jmmm.2006.10.970' '10.1016/j.jmmm.2006.10.970']"
Ta2Fe4O9,[61.],['10.1016/j.jmmm.2020.167305']
TbMnSiNi3,[13.],['10.1016/j.jssc.2015.09.023']
CrCuSe2,[280. 340.],['10.1016/j.jssc.2012.09.033' '10.1016/j.jssc.2012.09.033']
Fe2.9Sn0.1O4,[300. 370. 440.],"['10.1016/j.physleta.2006.05.080' '10.1016/j.physleta.2006.05.080'
 '10.1016/j.physleta.2006.05.080']"
Nb2Fe67.05Co7.45Si17.5Cu1B5,[673.15 943.15],['10.1016/j.jmmm.2014.12.058' '10.1016/j.jmmm.2014.12.058']
Sr1Fe0.05Sn0.95O3,[638. 638.],['10.1016/j.ssc.2010.05.021' '10.1016/j.ssc.2010.05.021']
Ba2Ca2Tl2Cu3O10,[125. 128.],['10.1016/0921-4534(94)90394-8' '10.1016/0921-4534(94)90394-8']
YAlCo4,[320. 978.],['10.1016/j.jmmm.2007.03.001' '10.1016/j.jmmm.2007.03.001']
DyAlCo4,[479. 479.],['10.1016/S0921-4534(03)00786-X' '10.1016/j.physb.2004.03.041']
GdZn2,[85.],['10.1016/j.jmmm.2017.04.064']
Sm1.6Ho0.4Fe17,[388.],['10.1016/j.jallcom.2021.163228']
Mn5Co34Si6B5,[663.15],['10.1016/j.jallcom.2004.05.068']
Mn7In3Ni10,[176.],['10.1016/j.jallcom.2015.06.121']
C2S,[485.15 559.15 580.15],"['10.1016/j.ijbiomac.2019.05.185' '10.1016/j.ijbiomac.2019.05.185'
 '10.1016/j.ijbiomac.2019.05.185']"
CaFeF5,[21.],['10.1016/j.jmmm.2019.165720']
HoCuSi,[9.],['10.1016/S0925-8388(03)00481-X']
Gd11Fe2Co7,[281.],['10.1016/j.jallcom.2016.04.307']
GdMnGe,[400.],['10.1016/S0925-8388(03)00645-5']
CaSi,[330.],['10.1016/j.jmmm.2014.11.053']
Nd4Fe77.5B18.5,[780.],['10.1016/j.jmmm.2017.08.083']
Sr3NiSb2O9,[17. 20. 32.],"['10.1016/j.jssc.2014.05.013' '10.1016/j.jssc.2014.05.013'
 '10.1016/j.jssc.2014.05.013']"
Y3.5Co71.5B25,[822.],['10.1016/j.jallcom.2022.163637']
Dy11Co39,[450.],['10.1016/j.jmmm.2021.167883']
Fe74.48Si9.408B8.232Mo2P5.88,[49. 55.],['10.1016/j.jallcom.2011.04.081' '10.1016/j.jallcom.2011.04.081']
MnAlVCo,[ 105. 1530.],['10.1016/j.jallcom.2015.12.089' '10.1016/j.jallcom.2015.12.089']
Fe5Si3,[300. 363. 370.],"['10.1016/j.jmmm.2021.167952' '10.1016/j.jmmm.2021.167952'
 'Handbook_of_Magnetic_Materials_Vol 17-2008']"
GdGe2,[28. 38.],['10.1016/j.jmmm.2015.02.057' '10.1016/j.jmmm.2021.167739']
DyBCO,[ 85. 250. 290.],"['10.1016/j.jallcom.2021.162713' '10.1016/j.jallcom.2021.162713'
 '10.1016/j.jallcom.2021.162713']"
Tb5(SiGe)2,[109. 116.],"['10.1016/j.intermet.2014.10.002'
 'Handbook_of_Magnetic_Materials_Vol 17-2008']"
Fe5Si0.75Ge0.25B2,[793.],['10.1016/j.jallcom.2017.10.061']
MnBi4Te7,[11. 13. 13. 13. 13.],"['10.1016/j.xinn.2021.100098' '10.1016/j.xinn.2021.100098'
 'Yan2020-PRM-4-054202' 'Yan2020-PRM-4-054202'
 'Yan2020-PRM-4-054202']"
GdSn2,[28.],['10.1016/j.jmmm.2015.02.057']
Gd(MnAl)6,[36.],['10.1016/S0925-8388(00)01288-3']
HoAgSe2,[40.],['10.1016/S0925-8388(01)01162-8']
Ca1.5La0.5Mn1Ir1O6,[110. 140.],['10.1016/j.jallcom.2004.12.131' '10.1016/j.jallcom.2004.12.131']
La0.67Mn0.95Co0.05Pb0.33O3,[336.],['10.1016/j.jallcom.2010.02.118']
Fe3Co2,[ 831.15 1261.15],['10.1016/j.jallcom.2020.153817' '10.1016/j.jallcom.2020.153817']
Ce2(Al3Rh)3,[ 40. 200.],['10.1016/S0925-8388(98)00408-3' '10.1016/S0925-8388(98)00408-3']
Ti2FeS4,[250. 380.],['10.1016/j.jmmm.2019.165285' '10.1016/j.jmmm.2019.165285']
U6Co,[185.],['10.1016/j.jsamd.2016.06.005']
Co33Ge17,[450.],['10.1016/j.jmmm.2019.166005']
SrTcO3,[ 800.   1023.   1023.15],"['10.1016/j.physb.2011.10.031' '10.1016/j.physb.2011.10.031'
 'Sanvito2017-SA-3-e1602241']"
DySnRh,[8.],['10.1016/j.intermet.2013.10.020']
Yb(FeO2)2,[235.],['10.1016/j.jmmm.2020.166937']
GdNi2B2C,[19. 20.],['10.1016/S0022-3697(98)00039-0' '10.1016/S0925-8388(96)02634-5']
Rb2CoF4,[101.],['10.1016/0031-8914(69)90073-1']
Nb2Fe4O9,[61.],['10.1016/j.jmmm.2020.167305']
CeAsPd,[260. 380.],['10.1016/S0925-8388(01)01997-1' '10.1016/S0925-8388(01)01997-1']
Gd3Fe5O12,[287.],['10.1016/j.jallcom.2015.12.115']
Gd4Sb3,[270.],['10.1016/S0921-4526(02)01775-1']
BaCrFe11O19,[105. 125.],['10.1016/j.jmmm.2018.03.025' '10.1016/j.jmmm.2018.03.025']
BaPr(CoO3)2,[210.],['10.1016/j.jallcom.2015.04.219']
Mn7Ni10Sn3,[334.],['10.1016/j.jcrysgro.2020.125772']
MnNi(BiO3)2,[140.],['10.1016/j.materresbull.2008.10.015']
Nd6Fe12CoSi,[423. 442.],['10.1016/j.intermet.2011.01.006' '10.1016/j.tsf.2014.03.085']
CrP,[878.],['10.1016/j.mtcomm.2022.103604']
TlCr5Se8,[55.],['10.1016/j.jssc.2010.03.013']
CeCuSi,[12.],['10.1016/j.jmmm.2022.169147']
Fe35(Si2C3)3,[500. 788.],['10.1016/j.intermet.2009.02.010' '10.1016/j.intermet.2009.02.010']
La0.7Mn1Pb0.3O3,[295. 300. 337.],"['10.1016/S0022-4596(03)00135-X' '10.1016/j.cap.2011.10.015'
 '10.1016/j.cap.2011.10.015']"
MnPS,[73. 78.],['10.1016/j.jmmm.2006.10.347' '10.1016/j.jmmm.2006.10.347']
Mn1.22Sb1,[77.],['10.1016/j.jallcom.2020.158184']
Pr2NiB10,[8.],['10.1006/jssc.2000.8844']
Dy3Al5O12,[3.6],['10.1016/S0304-8853(02)01549-4']
Ti20Mn30Co13Ni37,[178. 190. 202.],"['10.1016/j.jallcom.2022.164337' '10.1016/j.jallcom.2022.164337'
 '10.1016/j.jallcom.2022.164337']"
Mn5SiGe2,[ 35. 283.],['10.1016/j.jmmm.2016.09.007' '10.1016/j.jmmm.2016.09.007']
Ca0.3Pr0.7Mn0.98Co0.02O3,[105.],['10.1016/j.ceramint.2015.02.103']
Lu(MnSn)6,[380.],['10.1016/S0925-8388(01)01801-1']
Lu2Fe13.6Si3.4,[530.],['10.1016/j.jallcom.2005.11.044']
Rb1Co0.3Ni0.7F3,[109.],['10.1016/0038-1098(67)90468-1']
Ce(GeRu)2,[ 4.  8.  9. 35.],"['10.1016/j.physrep.2006.05.002' '10.1016/j.physrep.2006.05.002'
 'Si2013-PSSB-250-425' 'Wilhelm1999-PRB-59-3651']"
Sr0.3Gd0.7Mn1O3,[50.],['10.1016/j.jmmm.2018.09.062']
Mn37Ga13(Cu4Ni21)2,[412.],['10.1016/j.jmmm.2018.01.054']
Tb2Al3.14Fe13.86,[475.],['10.1016/S0304-8853(96)00261-2']
CrInCoS4,[ 82. 115.],['10.1016/0038-1098(74)90525-0' '10.1016/0038-1098(74)90525-0']
Zn0.84Cr1.95Sb0.16Se4,[103. 106.],['10.1016/j.jssc.2008.04.022' '10.1016/j.jssc.2008.04.022']
FeCl2,[109. 129.],['10.1016/j.chemphys.2020.111058' '10.1016/j.chemphys.2020.111058']
Lu(FeGe)6,[452.],['10.1016/S0925-8388(97)00548-3']
Mn1Fe1Si0.14Ge0.11P0.75,[252. 318.],['10.1016/j.jmmm.2013.01.035' '10.1016/j.jmmm.2013.01.035']
Tm2CdCu2,[15.],['10.1016/j.jallcom.2019.02.175']
Mn0.8Ni2.2Ge1,[151.],['10.1016/j.jallcom.2007.08.012']
EuZnAg,[22. 22.],['10.1016/j.intermet.2020.106765' '10.1016/j.intermet.2020.106765']
PuGa5Rh,[9.],['10.1016/j.jmmm.2006.10.005']
Fe1.4Co0.6B1,[729.15 809.15],['10.1016/j.jallcom.2022.166047' 'Musial2022-JAC-921-166047']
Sm(MnH)2,[248. 248.],['10.1016/S0038-1098(99)00117-9' '10.1016/S0925-8388(01)01432-3']
Cr(GaSe2)2,[636.],['10.1016/j.apsusc.2021.151478']
Na0.15Ca0.05La0.8Mn1O3,[230.],['10.1016/j.jssc.2014.12.007']
Ba0.33Nd0.67Mn1O3,[134. 150. 164.],"['10.1016/j.ceramint.2014.07.140' '10.1016/j.jallcom.2015.10.134'
 '10.1016/j.jallcom.2015.10.134']"
Fe1.67Ge1,[315.],['10.1016/0038-1098(65)90383-2']
NdGaRh,[58. 58. 58.],"['10.1016/S0304-8853(02)00966-6' '10.1016/j.jmmm.2013.01.039'
 '10.1016/j.jmmm.2013.01.039']"
Sr1.25Ca0.75Cr1Sb1O6,[14.],['10.1016/j.jssc.2018.04.037']
Ga27Fe18Co6Ni49,[398. 420.],['10.1016/j.jallcom.2012.04.056' '10.1016/j.jallcom.2012.04.056']
Cr3Ga,[430.],['10.1016/j.intermet.2018.12.012']
Gd11Co7Ni2,[281.],['10.1016/j.jallcom.2016.04.307']
Dy6FeBiTe,[128.],['10.1016/j.jallcom.2021.161849']
La1Mn0.5Fe0.5O3,[280.],['10.1016/S0304-8853(02)01494-4']
Li0.5Fe2.5O4,[638.15 698.15],['10.1016/j.physb.2011.02.031' '10.1016/j.physb.2011.02.031']
MnB6,[470.],['10.1016/j.physe.2021.114930']
Ho1Mn6Ga0.4Ge5.6,[402.],['10.1016/S0925-8388(00)01247-0']
Mn36.5Ni50Sn13.5,[300. 355.],['10.1016/j.jmmm.2014.10.077' '10.1016/j.jmmm.2014.10.077']
Dy0.2Y0.8B4Rh4,[7.],['10.1016/j.physc.2016.02.024']
LaFe9Si4,[166. 248.],['10.1016/j.jallcom.2022.165927' '10.1016/j.jallcom.2022.165927']
MnCo2Ge,[462. 829.],['10.1016/j.jmgm.2022.108165' '10.1016/j.jmmm.2006.10.975']
Ca1Fe1O2.5,[140. 290.],['10.1016/j.jallcom.2013.02.095' '10.1016/j.jallcom.2013.02.095']
ErTiFe11H,[563.],['10.1016/S0925-8388(02)00321-3']
GaSe,[85. 91.],['10.1016/j.apsusc.2022.153317' '10.1016/j.apsusc.2022.153317']
SmCo2,[62.],['10.1016/j.jssc.2018.01.023']
Dy0.01Mn0.5Zn0.5Fe1.99O4,[253.],['10.1016/j.ultsonch.2019.104836']
NdCu3,[ 843.15 1043.15],['10.1016/j.jmmm.2019.04.090' '10.1016/j.jmmm.2019.04.090']
Gd1Cd0.8Ru0.2,[64.],['10.1016/j.intermet.2015.01.005']
La1Fe0.5Ni0.5O3,[100.],['10.1016/j.jmmm.2020.167621']
La1Cr0.5Co0.5O3,[100. 124. 126.],"['10.1016/j.jmmm.2020.167621' '10.1016/j.jmmm.2020.167621'
 '10.1016/j.jmmm.2020.167621']"
TlFeF3,[120. 127.],['10.1016/j.jmmm.2015.04.028' '10.1016/j.jmmm.2015.04.028']
BaNdFeCuO5,[138. 188.],['10.1016/j.physb.2019.05.051' '10.1016/j.physb.2019.05.051']
H3C,[234.],['10.1016/j.apsusc.2021.152338']
Dy(VCo5)2,[28. 41.],['10.1016/S0304-8853(99)00431-X' '10.1016/S0304-8853(99)00431-X']
Pr(NiGe)2,[403.],['10.1016/j.commatsci.2011.10.001']
AlB2,[1123.15],['10.1016/j.jnoncrysol.2021.120751']
Fe85.5Si1Cu0.5B7C6,[743.15 778.15 830.  ],"['10.1016/j.jmmm.2015.03.033' '10.1016/j.jmmm.2015.03.033'
 '10.1016/j.jmmm.2015.03.033']"
Ce1.3Pr0.7Co7,[ 50. 200.],['10.1016/j.jmmm.2020.167208' '10.1016/j.jmmm.2020.167208']
Ho1Cr0.7Fe0.3O3,[134. 148. 148.],"['10.1016/j.jmmm.2016.12.021' '10.1016/j.jmmm.2016.12.021'
 '10.1016/j.jmmm.2016.12.021']"
NdMnGe,[200.],['10.1016/S0304-8853(99)00512-0']
SmAl2,[120. 124.],['10.1016/j.jallcom.2006.05.071' '10.1016/j.jallcom.2020.154666']
B2O3,[673.15 693.15 873.15],"['10.1016/j.jmmm.2016.01.007' '10.1016/j.jmmm.2016.01.007'
 '10.1016/j.solidstatesciences.2014.12.011']"
PrErFe17,[250. 287. 537. 537.],"['10.1016/S0925-8388(02)01365-8' '10.1016/S0925-8388(02)01365-8'
 '10.1016/S0925-8388(02)01365-8' '10.1016/S0925-8388(02)01365-8']"
Tm1Mn6Ga0.15Sn5.85,[367.],['10.1016/j.jmmm.2004.07.048']
Ba2Cu(PO4)2,[121.],['10.1016/j.jssc.2003.09.024']
TiFeNiAs,[382.44],['10.1016/j.jmmm.2017.05.029']
Na0.5Fe0.5Cu0.5H1S1O1,[13.],['10.1016/j.mtcomm.2022.103484']
Mn12Ga11Co2Cu2Ni23,[368.15 393.  ],['10.1016/j.sna.2021.113136' '10.1016/j.sna.2021.113136']
Tm4CdCo,[22.],['10.1016/j.intermet.2017.10.016']
Ca0.85Y0.15Mn1O3,[112.],['10.1016/j.jmmm.2018.11.003']
KFeSe2,[310.],['10.1016/j.jmmm.2021.168585']
Cr2H3,[227.],['10.1016/j.jmmm.2021.168758']
H2CI,[234.],['10.1016/j.apsusc.2021.152338']
CeTi3Bi4,[3.4],['10.1016/j.physb.2017.10.005']
Sc1Mn6In0.31Sn5.69,[357. 377.],['10.1016/S0925-8388(02)00331-6' '10.1016/S0925-8388(02)00331-6']
GdCo9Si4,[923.],['10.1016/S0925-8388(99)00544-7']
Tb0.26Gd0.74,[304.],['10.1016/j.ijrefrig.2011.12.004']
Be,[  9.5 172. ],"['10.1016/j.jmmm.2003.12.961'
 'Handbook of Superconducting Materials Vol1-2']"
Ca0.75La0.25Mn1O3,[160. 225.],['10.1016/j.jallcom.2008.11.070' '10.1016/j.jmmm.2013.04.058']
Fe1.35Co0.55B1W0.1,[729.15],['10.1016/j.jallcom.2022.166047']
FeCu2BO5,[3.],['10.1016/j.jmmm.2020.167262']
Tb1.5Gd3.5Si4,[304.],['10.1016/j.ijrefrig.2011.12.004']
Cd0.8Fe2Ni0.2O4,[ 50. 172.],['10.1016/j.jmmm.2012.02.023' '10.1016/j.jmmm.2012.02.023']
CaP,[430.],['10.1016/j.jmmm.2015.08.069']
Gd(CoSi)2,[ 2. 45.],['10.1016/S0304-8853(01)00468-1' '10.1016/S0304-8853(01)00468-1']
EuCdAu,[22. 22. 22.],"['10.1016/j.intermet.2020.106765' '10.1016/j.intermet.2020.106765'
 '10.1016/j.intermet.2020.106765']"
BaV2(CoO4)2,[6. 6.],['10.1016/j.jcrysgro.2011.01.016' '10.1016/j.jcrysgro.2011.01.016']
Nb2(Fe5B)3,[320. 330. 340.],"['10.1016/j.jallcom.2015.09.074' '10.1016/j.jallcom.2015.09.074'
 '10.1016/j.jallcom.2015.09.074']"
